ID,Period,StudentAcademicLevel,StudentCategory,StudentLocation,FullTimePartTimeIndicator,AlumniChild,Ethnicity,Gender,ChurchAffiliation,CitizenshipCountry,InternationalIndicator,Continent,CountryResidency,DualCitizenship,ABDIndicator,USCitizensBreakdown
3328,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3329,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3330,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,Hispanic/Latino,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3331,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3332,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3333,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3334,2024 Fall,Undergraduate,Life and Career Studies,Grand Rapids Campus,Full Time,Not Child of Alumni,Hispanic/Latino,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3335,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3336,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3337,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3338,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3339,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3340,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3341,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3342,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3343,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3344,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3345,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3346,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3347,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3348,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3349,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3350,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3351,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3352,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3353,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3354,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3355,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3356,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3357,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3358,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3359,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3360,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3361,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3362,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3363,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3364,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3365,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3366,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3367,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3368,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Roman Catholic,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3369,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3370,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3371,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3372,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3373,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3374,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,Europe,Switzerland,Non Dual Citizen,ABD,US Citizens Living Abroad
3375,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3376,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3377,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3378,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3379,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3380,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3381,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,Hispanic/Latino,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3382,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,ABD,US Citizens Living Abroad
3383,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
